frame,time,phrase,speaker,keyframe,text_ko
244,0024.3,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
245,0024.4,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
246,0024.5,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
247,0024.6,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
248,0024.7,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
249,0024.8,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
250,0024.9,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
251,0025.0,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
252,0025.1,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
253,0025.2,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
254,0025.3,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
255,0025.4,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
256,0025.5,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
257,0025.6,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
258,0025.7,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
259,0025.8,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
260,0025.9,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
261,0026.0,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
262,0026.1,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
263,0026.2,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
264,0026.3,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
265,0026.4,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
266,0026.5,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
267,0026.6,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
268,0026.7,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
269,0026.8,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
270,0026.9,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
271,0027.0,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
272,0027.1,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
273,0027.2,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
274,0027.3,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
275,0027.4,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
276,0027.5,7,Mochi,phrase_07_mochi.jpg,"문아, 우리를 놀라게 하지 말아 줘."
277,0027.6,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
278,0027.7,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
279,0027.8,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
280,0027.9,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
281,0028.0,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
282,0028.1,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
283,0028.2,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
284,0028.3,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
285,0028.4,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
286,0028.5,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
287,0028.6,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
288,0028.7,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
289,0028.8,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
290,0028.9,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
291,0029.0,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
292,0029.1,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
293,0029.2,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
294,0029.3,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
295,0029.4,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
296,0029.5,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
297,0029.6,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
298,0029.7,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
299,0029.8,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
300,0029.9,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
301,0030.0,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
302,0030.1,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
303,0030.2,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
304,0030.3,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
305,0030.4,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
306,0030.5,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
307,0030.6,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
308,0030.7,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
309,0030.8,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
310,0030.9,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
311,0031.0,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
312,0031.1,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
313,0031.2,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
314,0031.3,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
315,0031.4,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
316,0031.5,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
317,0031.6,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
318,0031.7,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
319,0031.8,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
320,0031.9,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
321,0032.0,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
322,0032.1,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
323,0032.2,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
324,0032.3,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
325,0032.4,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
326,0032.5,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
327,0032.6,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
328,0032.7,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
329,0032.8,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
330,0032.9,8,Zumu,phrase_08_zumu.jpg,"괜찮아, 내가 먼저 살짝 날아가 볼게."
331,0033.0,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
332,0033.1,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
333,0033.2,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
334,0033.3,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
335,0033.4,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
336,0033.5,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
337,0033.6,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
338,0033.7,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
339,0033.8,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
340,0033.9,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
341,0034.0,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
342,0034.1,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
343,0034.2,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
344,0034.3,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
345,0034.4,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
346,0034.5,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
347,0034.6,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
348,0034.7,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
349,0034.8,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
350,0034.9,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
351,0035.0,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
352,0035.1,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
353,0035.2,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
354,0035.3,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
355,0035.4,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
356,0035.5,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
357,0035.6,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
358,0035.7,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
359,0035.8,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
360,0035.9,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
361,0036.0,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
362,0036.1,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
363,0036.2,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
364,0036.3,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
365,0036.4,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
366,0036.5,9,Mochi,phrase_09_mochi.jpg,앗! 별조각들이 컵라면 쪽으로 도망가!
367,0036.6,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
368,0036.7,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
369,0036.8,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
370,0036.9,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
371,0037.0,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
372,0037.1,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
373,0037.2,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
374,0037.3,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
375,0037.4,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
376,0037.5,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
377,0037.6,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
378,0037.7,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
379,0037.8,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
380,0037.9,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
381,0038.0,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
382,0038.1,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
383,0038.2,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
384,0038.3,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
385,0038.4,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
386,0038.5,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
387,0038.6,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
388,0038.7,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
389,0038.8,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
390,0038.9,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
391,0039.0,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
392,0039.1,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
393,0039.2,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
394,0039.3,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
395,0039.4,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
396,0039.5,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
397,0039.6,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
398,0039.7,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
399,0039.8,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
400,0039.9,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
401,0040.0,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
402,0040.1,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
403,0040.2,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
404,0040.3,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
405,0040.4,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
406,0040.5,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
407,0040.6,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
408,0040.7,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
409,0040.8,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
410,0040.9,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
411,0041.0,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
412,0041.1,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
413,0041.2,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
414,0041.3,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
415,0041.4,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
416,0041.5,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
417,0041.6,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
418,0041.7,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
419,0041.8,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
420,0041.9,10,Zumu,phrase_10_zumu.jpg,잡자! 하지만 진열대는 건드리지 않기!
421,0042.0,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
422,0042.1,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
423,0042.2,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
424,0042.3,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
425,0042.4,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
426,0042.5,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
427,0042.6,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
428,0042.7,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
429,0042.8,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
430,0042.9,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
431,0043.0,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
432,0043.1,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
433,0043.2,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
434,0043.3,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
435,0043.4,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
436,0043.5,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
437,0043.6,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
438,0043.7,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
439,0043.8,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
440,0043.9,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
441,0044.0,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
442,0044.1,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
443,0044.2,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
444,0044.3,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
445,0044.4,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
446,0044.5,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
447,0044.6,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
448,0044.7,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
449,0044.8,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
450,0044.9,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
451,0045.0,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
452,0045.1,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
453,0045.2,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
454,0045.3,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
455,0045.4,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
456,0045.5,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
457,0045.6,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
458,0045.7,11,Mochi,phrase_11_mochi.jpg,바닥이 미끄러워. 천천히 가야 해.
459,0045.8,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
460,0045.9,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
461,0046.0,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
462,0046.1,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
463,0046.2,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
464,0046.3,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
465,0046.4,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
466,0046.5,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
467,0046.6,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
468,0046.7,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
469,0046.8,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
470,0046.9,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
471,0047.0,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
472,0047.1,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
473,0047.2,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
474,0047.3,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
475,0047.4,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
476,0047.5,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
477,0047.6,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
478,0047.7,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
479,0047.8,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
480,0047.9,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
481,0048.0,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
482,0048.1,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
483,0048.2,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
484,0048.3,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
485,0048.4,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
486,0048.5,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
487,0048.6,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
488,0048.7,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
489,0048.8,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
490,0048.9,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
491,0049.0,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
492,0049.1,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
493,0049.2,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
494,0049.3,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
495,0049.4,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
496,0049.5,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
497,0049.6,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
498,0049.7,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
499,0049.8,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
500,0049.9,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
501,0050.0,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
502,0050.1,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
503,0050.2,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
504,0050.3,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
505,0050.4,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
506,0050.5,12,Zumu,phrase_12_zumu.jpg,"좋아, 속도 줄일게. 반짝임만 따라와."
