frame,timecode,shot,keyframe,action_ko,no_burned_text
492,00:49.1,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
493,00:49.2,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
494,00:49.3,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
495,00:49.4,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
496,00:49.5,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
497,00:49.6,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
498,00:49.7,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
499,00:49.8,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
500,00:49.9,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
501,00:50.0,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
502,00:50.1,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
503,00:50.2,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
504,00:50.3,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
505,00:50.4,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
506,00:50.5,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
507,00:50.6,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
508,00:50.7,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
509,00:50.8,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
510,00:50.9,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
511,00:51.0,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
512,00:51.1,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
513,00:51.2,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
514,00:51.3,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
515,00:51.4,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
516,00:51.5,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
517,00:51.6,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
518,00:51.7,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
519,00:51.8,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
520,00:51.9,006,kf_007_star_chase.png,"모치가 급히 따라가다 멈추고, 주무가 속도를 낮춘다.",yes
521,00:52.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
522,00:52.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
523,00:52.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
524,00:52.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
525,00:52.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
526,00:52.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
527,00:52.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
528,00:52.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
529,00:52.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
530,00:52.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
531,00:53.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
532,00:53.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
533,00:53.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
534,00:53.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
535,00:53.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
536,00:53.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
537,00:53.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
538,00:53.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
539,00:53.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
540,00:53.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
541,00:54.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
542,00:54.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
543,00:54.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
544,00:54.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
545,00:54.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
546,00:54.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
547,00:54.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
548,00:54.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
549,00:54.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
550,00:54.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
551,00:55.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
552,00:55.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
553,00:55.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
554,00:55.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
555,00:55.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
556,00:55.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
557,00:55.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
558,00:55.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
559,00:55.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
560,00:55.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
561,00:56.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
562,00:56.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
563,00:56.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
564,00:56.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
565,00:56.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
566,00:56.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
567,00:56.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
568,00:56.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
569,00:56.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
570,00:56.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
571,00:57.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
572,00:57.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
573,00:57.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
574,00:57.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
575,00:57.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
576,00:57.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
577,00:57.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
578,00:57.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
579,00:57.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
580,00:57.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
581,00:58.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
582,00:58.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
583,00:58.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
584,00:58.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
585,00:58.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
586,00:58.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
587,00:58.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
588,00:58.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
589,00:58.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
590,00:58.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
591,00:59.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
592,00:59.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
593,00:59.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
594,00:59.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
595,00:59.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
596,00:59.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
597,00:59.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
598,00:59.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
599,00:59.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
600,00:59.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
601,01:00.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
602,01:00.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
603,01:00.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
604,01:00.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
605,01:00.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
606,01:00.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
607,01:00.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
608,01:00.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
609,01:00.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
610,01:00.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
611,01:01.0,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
612,01:01.1,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
613,01:01.2,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
614,01:01.3,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
615,01:01.4,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
616,01:01.5,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
617,01:01.6,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
618,01:01.7,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
619,01:01.8,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
620,01:01.9,007,kf_008_emotional_pause.png,가장 작은 별조각이 기운을 잃고 낮게 떨린다.,yes
621,01:02.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
622,01:02.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
623,01:02.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
624,01:02.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
625,01:02.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
626,01:02.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
627,01:02.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
628,01:02.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
629,01:02.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
630,01:02.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
631,01:03.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
632,01:03.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
633,01:03.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
634,01:03.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
635,01:03.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
636,01:03.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
637,01:03.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
638,01:03.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
639,01:03.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
640,01:03.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
641,01:04.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
642,01:04.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
643,01:04.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
644,01:04.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
645,01:04.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
646,01:04.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
647,01:04.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
648,01:04.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
649,01:04.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
650,01:04.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
651,01:05.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
652,01:05.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
653,01:05.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
654,01:05.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
655,01:05.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
656,01:05.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
657,01:05.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
658,01:05.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
659,01:05.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
660,01:05.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
661,01:06.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
662,01:06.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
663,01:06.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
664,01:06.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
665,01:06.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
666,01:06.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
667,01:06.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
668,01:06.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
669,01:06.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
670,01:06.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
671,01:07.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
672,01:07.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
673,01:07.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
674,01:07.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
675,01:07.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
676,01:07.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
677,01:07.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
678,01:07.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
679,01:07.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
680,01:07.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
681,01:08.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
682,01:08.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
683,01:08.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
684,01:08.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
685,01:08.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
686,01:08.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
687,01:08.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
688,01:08.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
689,01:08.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
690,01:08.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
691,01:09.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
692,01:09.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
693,01:09.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
694,01:09.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
695,01:09.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
696,01:09.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
697,01:09.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
698,01:09.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
699,01:09.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
700,01:09.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
701,01:10.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
702,01:10.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
703,01:10.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
704,01:10.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
705,01:10.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
706,01:10.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
707,01:10.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
708,01:10.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
709,01:10.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
710,01:10.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
711,01:11.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
712,01:11.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
713,01:11.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
714,01:11.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
715,01:11.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
716,01:11.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
717,01:11.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
718,01:11.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
719,01:11.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
720,01:11.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 쉬자 가슴 별빛이 부드럽게 번진다.,yes
721,01:12.0,009,kf_005_door_meeting.png,주무가 꼬리빛을 낮추고 작은 별이 겁먹지 않게 기다린다.,yes
722,01:12.1,009,kf_005_door_meeting.png,주무가 꼬리빛을 낮추고 작은 별이 겁먹지 않게 기다린다.,yes
723,01:12.2,009,kf_005_door_meeting.png,주무가 꼬리빛을 낮추고 작은 별이 겁먹지 않게 기다린다.,yes
724,01:12.3,009,kf_005_door_meeting.png,주무가 꼬리빛을 낮추고 작은 별이 겁먹지 않게 기다린다.,yes
