frame,timecode,shot_id,keyframe,action_ko,dialogue_ko,sfx_ko,openart_prompt
304,00:30.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
305,00:30.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
306,00:30.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
307,00:30.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
308,00:30.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
309,00:30.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
310,00:30.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
311,00:31.0,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
312,00:31.1,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
313,00:31.2,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
314,00:31.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
315,00:31.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
316,00:31.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
317,00:31.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
318,00:31.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
319,00:31.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
320,00:31.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
321,00:32.0,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
322,00:32.1,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
323,00:32.2,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
324,00:32.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
325,00:32.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
326,00:32.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
327,00:32.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
328,00:32.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
329,00:32.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
330,00:32.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
331,00:33.0,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
332,00:33.1,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
333,00:33.2,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
334,00:33.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
335,00:33.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
336,00:33.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
337,00:33.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
338,00:33.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
339,00:33.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
340,00:33.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
341,00:34.0,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
342,00:34.1,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
343,00:34.2,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
344,00:34.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
345,00:34.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
346,00:34.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
347,00:34.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
348,00:34.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
349,00:34.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
350,00:34.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
351,00:35.0,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
352,00:35.1,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
353,00:35.2,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
354,00:35.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
355,00:35.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
356,00:35.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
357,00:35.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
358,00:35.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
359,00:35.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
360,00:35.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
361,00:36.0,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
362,00:36.1,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
363,00:36.2,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
364,00:36.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
365,00:36.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
366,00:36.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
367,00:36.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
368,00:36.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
369,00:36.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
370,00:36.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
371,00:37.0,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
372,00:37.1,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
373,00:37.2,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
374,00:37.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
375,00:37.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
376,00:37.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
377,00:37.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
378,00:37.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
379,00:37.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
380,00:37.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
381,00:38.0,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
382,00:38.1,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
383,00:38.2,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
384,00:38.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
385,00:38.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
386,00:38.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
387,00:38.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
388,00:38.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
389,00:38.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
390,00:38.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
391,00:39.0,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
392,00:39.1,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
393,00:39.2,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
394,00:39.3,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
395,00:39.4,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
396,00:39.5,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
397,00:39.6,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
398,00:39.7,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
399,00:39.8,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
400,00:39.9,004,kf_006_door_meeting_alt.png,문 위 센서가 반짝이고 작은 별조각들이 둥글게 맴돈다.,모치: 문이 우리를 놀리는 것 같아.,"센서 삑, 작은 별소리","automatic door sensor sparkles, little star fragments circle, plush characters surprised"
401,00:40.0,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
402,00:40.1,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
403,00:40.2,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
404,00:40.3,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
405,00:40.4,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
406,00:40.5,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
407,00:40.6,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
408,00:40.7,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
409,00:40.8,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
410,00:40.9,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
411,00:41.0,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
412,00:41.1,005,kf_007_star_chase.png,가게 안으로 들어온 별조각들이 컵라면 진열대 사이로 튄다.,주무: 잡자! 그런데 조심히!,"별 튐, 매장 조명 윙","inside Korean convenience store, glowing star pieces bounce between ramyeon and kimbap shelves"
